"name","mouse","value","time","box"
"logM","B",4.11424055484966,20,"02"
"logE","B",4231222.38651592,20,"02"
"logR","B",1281281.20598052,20,"02"
"logW","B",18643334.8129333,20,"02"
"logN","B",1805235.65314317,20,"02"
"logM","A",1.36176456929469,20,"02"
"logE","A",3874265.86559881,20,"02"
"logR","A",1281281.20596991,20,"02"
"logW","A",29179230.234889,20,"02"
"logN","A",1805235.64971632,20,"02"
"logE","GROUP",8169173.40128353,0,"03"
"logM","GROUP",94.7756164581242,0,"03"
"logN","GROUP",453434.338406799,0,"03"
"logR","GROUP",189272.493206972,0,"03"
"logW","GROUP",4109049.09150988,0,"03"
"logR","A",189272.493206083,0,"03"
"logE","A",9136963.22127828,0,"03"
"logM","A",1073.69269219424,0,"03"
"logN","A",453434.338126891,0,"03"
"logW","A",1478026.30860864,0,"03"
"logR","B",189272.493210467,0,"03"
"logE","B",8340764.40178078,0,"03"
"logM","B",710.246677922723,0,"03"
"logN","B",453434.338208477,0,"03"
"logW","B",1260532.66885215,0,"03"
"logR","C",189272.493203488,0,"03"
"logE","C",7313955.53968737,0,"03"
"logM","C",584.740095284126,0,"03"
"logN","C",453434.338276475,0,"03"
"logW","C",733443.370517206,0,"03"
"logE","GROUP",8176370.77768314,1,"03"
"logM","GROUP",1017.15795919762,1,"03"
"logN","GROUP",455805.244193241,1,"03"
"logR","GROUP",707357.278371937,1,"03"
"logW","GROUP",4105443.67528093,1,"03"
"logR","A",707357.278368613,1,"03"
"logE","A",8883636.70599608,1,"03"
"logM","A",5027.28432403749,1,"03"
"logN","A",455805.243911845,1,"03"
"logW","A",1475834.89743156,1,"03"
"logR","B",707357.278384998,1,"03"
"logE","B",8088443.70951517,1,"03"
"logM","B",3346.15824412929,1,"03"
"logN","B",455805.24399391,1,"03"
"logW","B",1258348.6469126,1,"03"
"logR","C",707357.278358916,1,"03"
"logE","C",7062129.73993597,1,"03"
"logM","C",2875.19147081483,1,"03"
"logN","C",455805.244062227,1,"03"
"logW","C",731423.776195618,1,"03"
"logE","GROUP",8113231.35004278,2,"03"
"logM","GROUP",11649.7977449452,2,"03"
"logN","GROUP",467027.360500089,2,"03"
"logR","GROUP",347314.346624672,2,"03"
"logW","GROUP",4367425.93297081,2,"03"
"logR","A",347314.346623039,2,"03"
"logE","A",9142354.39004715,2,"03"
"logM","A",23672.5498570249,2,"03"
"logN","A",467027.360211723,2,"03"
"logW","A",1769758.84174056,2,"03"
"logR","B",347314.346631083,2,"03"
"logE","B",8347927.92685686,2,"03"
"logM","B",15860.1994937098,2,"03"
"logN","B",467027.360295906,2,"03"
"logW","B",1470629.98624301,2,"03"
"logR","C",347314.346618279,2,"03"
